FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA,DOSIS_3
13MAY2021:00:00:00,31 a 40,M,AstraZeneca,Privado,5,2,,0
13MAY2021:00:00:00,31 a 40,M,AstraZeneca,Público,17,0,,0
13MAY2021:00:00:00,31 a 40,M,Sinopharm,Público,0,59,,0
13MAY2021:00:00:00,31 a 40,M,Sputnik,Privado,2,0,,0
13MAY2021:00:00:00,31 a 40,M,Sputnik,Público,3,0,,0
13MAY2021:00:00:00,31 a 40,M,Sputnik,Público nacional,2,9,,0
13MAY2021:00:00:00,41 a 50,F,AstraZeneca,Privado,1,5,,0
13MAY2021:00:00:00,41 a 50,F,AstraZeneca,Público,28,1,,0
13MAY2021:00:00:00,41 a 50,F,Sinopharm,Público,0,113,,0
13MAY2021:00:00:00,41 a 50,F,Sputnik,Privado,2,0,,0
13MAY2021:00:00:00,41 a 50,F,Sputnik,Público,1,4,,0
13MAY2021:00:00:00,41 a 50,F,Sputnik,Público nacional,2,5,,0
13MAY2021:00:00:00,41 a 50,M,AstraZeneca,Privado,4,1,,0
13MAY2021:00:00:00,41 a 50,M,AstraZeneca,Público,22,0,,0
13MAY2021:00:00:00,41 a 50,M,Sinopharm,Público,0,42,,0
13MAY2021:00:00:00,41 a 50,M,Sputnik,Público,2,2,,0
13MAY2021:00:00:00,41 a 50,M,Sputnik,Público nacional,1,7,,0
13MAY2021:00:00:00,51 a 60,F,AstraZeneca,Privado,41,6,,0
13MAY2021:00:00:00,51 a 60,F,AstraZeneca,Público,46,0,,0
13MAY2021:00:00:00,51 a 60,F,Sinopharm,Privado,1,0,,0
13MAY2021:00:00:00,51 a 60,F,Sinopharm,Público,0,97,,0
13MAY2021:00:00:00,51 a 60,F,Sputnik,Privado,32,0,,0
13MAY2021:00:00:00,51 a 60,F,Sputnik,Público,78,4,,0
13MAY2021:00:00:00,51 a 60,F,Sputnik,Público nacional,3,9,,0
13MAY2021:00:00:00,51 a 60,M,AstraZeneca,Privado,33,2,,0
13MAY2021:00:00:00,51 a 60,M,AstraZeneca,Público,37,0,,0
13MAY2021:00:00:00,51 a 60,M,Sinopharm,Privado,2,0,,0
13MAY2021:00:00:00,51 a 60,M,Sinopharm,Público,1,33,,0
13MAY2021:00:00:00,51 a 60,M,Sputnik,Privado,29,0,,0
13MAY2021:00:00:00,51 a 60,M,Sputnik,Público,37,0,,0
13MAY2021:00:00:00,51 a 60,M,Sputnik,Público nacional,0,7,,0
13MAY2021:00:00:00,61 a 70,F,AstraZeneca,Privado,120,1,,0
13MAY2021:00:00:00,61 a 70,F,AstraZeneca,Público,69,0,,0
13MAY2021:00:00:00,61 a 70,F,Sinopharm,Privado,29,210,,0
13MAY2021:00:00:00,61 a 70,F,Sinopharm,Público,0,161,,0
13MAY2021:00:00:00,61 a 70,F,Sputnik,Privado,91,0,,0
13MAY2021:00:00:00,61 a 70,F,Sputnik,Público,1035,1,,0
13MAY2021:00:00:00,61 a 70,F,Sputnik,Público nacional,0,2,,0
13MAY2021:00:00:00,61 a 70,M,AstraZeneca,Privado,86,1,,0
13MAY2021:00:00:00,61 a 70,M,AstraZeneca,Público,72,0,,0
13MAY2021:00:00:00,61 a 70,M,Sinopharm,Privado,28,120,,0
13MAY2021:00:00:00,61 a 70,M,Sinopharm,Público,0,150,,0
13MAY2021:00:00:00,61 a 70,M,Sputnik,Privado,129,0,,0
13MAY2021:00:00:00,61 a 70,M,Sputnik,Público,298,1,,0
13MAY2021:00:00:00,61 a 70,M,Sputnik,Público nacional,0,3,,0
13MAY2021:00:00:00,71 a 80,F,AstraZeneca,Privado,6,1,,0
13MAY2021:00:00:00,71 a 80,F,AstraZeneca,Público,13,0,,0
13MAY2021:00:00:00,71 a 80,F,Sinopharm,Privado,1,678,,0
13MAY2021:00:00:00,71 a 80,F,Sinopharm,Público,3,1749,,0
13MAY2021:00:00:00,71 a 80,F,Sputnik,Privado,4,0,,0
13MAY2021:00:00:00,71 a 80,F,Sputnik,Público,67,0,,0
13MAY2021:00:00:00,71 a 80,F,Sputnik,Público nacional,0,3,,0
13MAY2021:00:00:00,71 a 80,M,AstraZeneca,Privado,4,2,,0
13MAY2021:00:00:00,71 a 80,M,AstraZeneca,Público,10,0,,0
13MAY2021:00:00:00,71 a 80,M,Sinopharm,Privado,2,381,,0
13MAY2021:00:00:00,71 a 80,M,Sinopharm,Público,1,1046,,0
13MAY2021:00:00:00,71 a 80,M,Sputnik,Privado,3,0,,0
13MAY2021:00:00:00,71 a 80,M,Sputnik,Público,47,0,,0
13MAY2021:00:00:00,81 a 90,F,AstraZeneca,Privado,3,0,,0
13MAY2021:00:00:00,81 a 90,F,AstraZeneca,Público,12,0,,0
13MAY2021:00:00:00,81 a 90,F,Sinopharm,Privado,1,46,,0
13MAY2021:00:00:00,81 a 90,F,Sinopharm,Público,0,166,,0
13MAY2021:00:00:00,81 a 90,F,Sputnik,Privado,1,0,,0
13MAY2021:00:00:00,81 a 90,F,Sputnik,Público,22,1,,0
13MAY2021:00:00:00,81 a 90,M,AstraZeneca,Privado,1,1,,0
13MAY2021:00:00:00,81 a 90,M,AstraZeneca,Público,8,0,,0
13MAY2021:00:00:00,81 a 90,M,Sinopharm,Privado,0,11,,0
13MAY2021:00:00:00,81 a 90,M,Sinopharm,Público,0,56,,0
13MAY2021:00:00:00,81 a 90,M,Sputnik,Público,11,0,,0
13MAY2021:00:00:00,91 o mas,F,AstraZeneca,Privado,3,0,,0
13MAY2021:00:00:00,91 o mas,F,AstraZeneca,Público,7,0,,0
13MAY2021:00:00:00,91 o mas,F,Sinopharm,Privado,1,14,,0
13MAY2021:00:00:00,91 o mas,F,Sinopharm,Público,1,73,,0
13MAY2021:00:00:00,91 o mas,F,Sputnik,Privado,2,0,,0
13MAY2021:00:00:00,91 o mas,F,Sputnik,Público,5,0,,0
13MAY2021:00:00:00,91 o mas,M,AstraZeneca,Público,3,0,,0
13MAY2021:00:00:00,91 o mas,M,Sinopharm,Privado,0,5,,0
13MAY2021:00:00:00,91 o mas,M,Sinopharm,Público,1,9,,0
14MAY2021:00:00:00,30 o menos,F,AstraZeneca,Público,33,0,,0
14MAY2021:00:00:00,30 o menos,F,Sinopharm,Público,0,5,,0
14MAY2021:00:00:00,30 o menos,F,Sputnik,Público,56,2,,0
14MAY2021:00:00:00,30 o menos,F,Sputnik,Público nacional,0,4,,0
14MAY2021:00:00:00,30 o menos,M,AstraZeneca,Público,16,0,,0
14MAY2021:00:00:00,30 o menos,M,Sinopharm,Público,0,4,,0
14MAY2021:00:00:00,30 o menos,M,Sputnik,Público,30,0,,0
14MAY2021:00:00:00,30 o menos,M,Sputnik,Público nacional,0,5,,0
14MAY2021:00:00:00,31 a 40,F,AstraZeneca,Público,61,0,,0
14MAY2021:00:00:00,31 a 40,F,Sinopharm,Público,0,13,,0
14MAY2021:00:00:00,31 a 40,F,Sputnik,Público,111,1,,0
14MAY2021:00:00:00,31 a 40,F,Sputnik,Público nacional,0,5,,0
14MAY2021:00:00:00,31 a 40,M,AstraZeneca,Público,30,0,,0
14MAY2021:00:00:00,31 a 40,M,Sinopharm,Público,0,7,,0
14MAY2021:00:00:00,31 a 40,M,Sputnik,Público,52,0,,0
14MAY2021:00:00:00,31 a 40,M,Sputnik,Público nacional,0,3,,0
14MAY2021:00:00:00,41 a 50,F,AstraZeneca,Público,61,0,,0
14MAY2021:00:00:00,41 a 50,F,Sinopharm,Público,0,29,,0
14MAY2021:00:00:00,41 a 50,F,Sputnik,Público,41,1,,0
14MAY2021:00:00:00,41 a 50,F,Sputnik,Público nacional,0,6,,0
14MAY2021:00:00:00,41 a 50,M,AstraZeneca,Público,31,0,,0
14MAY2021:00:00:00,41 a 50,M,Sinopharm,Privado,0,1,,0
14MAY2021:00:00:00,41 a 50,M,Sinopharm,Público,0,20,,0
14MAY2021:00:00:00,41 a 50,M,Sputnik,Público,20,1,,0
14MAY2021:00:00:00,41 a 50,M,Sputnik,Público nacional,1,1,,0
14MAY2021:00:00:00,51 a 60,F,AstraZeneca,Privado,2,0,,0
14MAY2021:00:00:00,51 a 60,F,AstraZeneca,Público,73,0,,0
14MAY2021:00:00:00,51 a 60,F,Sinopharm,Público,0,37,,0
14MAY2021:00:00:00,51 a 60,F,Sputnik,Privado,6,0,,0
14MAY2021:00:00:00,51 a 60,F,Sputnik,Público,107,3,,0
14MAY2021:00:00:00,51 a 60,F,Sputnik,Público nacional,4,7,,0
14MAY2021:00:00:00,51 a 60,M,AstraZeneca,Privado,2,0,,0
14MAY2021:00:00:00,51 a 60,M,AstraZeneca,Público,92,0,,0
14MAY2021:00:00:00,51 a 60,M,Sinopharm,Público,0,18,,0
14MAY2021:00:00:00,51 a 60,M,Sputnik,Privado,4,0,,0
14MAY2021:00:00:00,51 a 60,M,Sputnik,Público,49,0,,0
14MAY2021:00:00:00,51 a 60,M,Sputnik,Público nacional,3,2,,0
14MAY2021:00:00:00,61 a 70,F,AstraZeneca,Privado,7,0,,0
14MAY2021:00:00:00,61 a 70,F,AstraZeneca,Público,93,0,,0
14MAY2021:00:00:00,61 a 70,F,Sinopharm,Privado,1,317,,0
14MAY2021:00:00:00,61 a 70,F,Sinopharm,Público,0,72,,0
14MAY2021:00:00:00,61 a 70,F,Sputnik,Privado,11,0,,0
14MAY2021:00:00:00,61 a 70,F,Sputnik,Público,927,0,,0
14MAY2021:00:00:00,61 a 70,F,Sputnik,Público nacional,38,10,,0
14MAY2021:00:00:00,61 a 70,M,AstraZeneca,Privado,7,0,,0
14MAY2021:00:00:00,61 a 70,M,AstraZeneca,Público,75,0,,0
14MAY2021:00:00:00,61 a 70,M,Sinopharm,Privado,1,135,,0
14MAY2021:00:00:00,61 a 70,M,Sinopharm,Público,0,26,,0
14MAY2021:00:00:00,61 a 70,M,Sputnik,Privado,15,0,,0
14MAY2021:00:00:00,61 a 70,M,Sputnik,Público,317,0,,0
14MAY2021:00:00:00,61 a 70,M,Sputnik,Público nacional,7,5,,0
14MAY2021:00:00:00,71 a 80,F,AstraZeneca,Público,14,1,,0
14MAY2021:00:00:00,71 a 80,F,Sinopharm,Privado,1,251,,0
21MAY2021:00:00:00,31 a 40,F,Sinopharm,Público,1,411,,0
21MAY2021:00:00:00,31 a 40,F,Sputnik,Público,130,5,,0
21MAY2021:00:00:00,31 a 40,F,Sputnik,Público nacional,1,0,,0
21MAY2021:00:00:00,31 a 40,M,AstraZeneca,Público,1,0,,0
21MAY2021:00:00:00,31 a 40,M,Sinopharm,Público,0,121,,0
21MAY2021:00:00:00,31 a 40,M,Sputnik,Público,64,1,,0
21MAY2021:00:00:00,31 a 40,M,Sputnik,Público nacional,0,2,,0
21MAY2021:00:00:00,41 a 50,F,Sinopharm,Público,0,342,,0
21MAY2021:00:00:00,41 a 50,F,Sputnik,Público,54,3,,0
21MAY2021:00:00:00,41 a 50,M,AstraZeneca,Público,1,0,,0
21MAY2021:00:00:00,41 a 50,M,Sinopharm,Público,0,88,,0
21MAY2021:00:00:00,41 a 50,M,Sputnik,Público,16,2,,0
21MAY2021:00:00:00,41 a 50,M,Sputnik,Público nacional,1,0,,0
21MAY2021:00:00:00,51 a 60,F,AstraZeneca,Público,2,0,,0
21MAY2021:00:00:00,51 a 60,F,Sinopharm,Público,1,268,,0
21MAY2021:00:00:00,51 a 60,F,Sputnik,Privado,18,0,,0
21MAY2021:00:00:00,51 a 60,F,Sputnik,Público,56,3,,0
21MAY2021:00:00:00,51 a 60,M,AstraZeneca,Público,2,0,,0
21MAY2021:00:00:00,51 a 60,M,Sinopharm,Público,0,54,,0
21MAY2021:00:00:00,51 a 60,M,Sputnik,Privado,17,0,,0
21MAY2021:00:00:00,51 a 60,M,Sputnik,Público,22,2,,0
21MAY2021:00:00:00,61 a 70,F,AstraZeneca,Público,25,0,,0
21MAY2021:00:00:00,61 a 70,F,Sinopharm,Privado,0,8,,0
21MAY2021:00:00:00,61 a 70,F,Sinopharm,Público,0,157,,0
21MAY2021:00:00:00,61 a 70,F,Sputnik,Privado,41,0,,0
21MAY2021:00:00:00,61 a 70,F,Sputnik,Público,592,2,,0
21MAY2021:00:00:00,61 a 70,F,Sputnik,Público nacional,8,0,,0
21MAY2021:00:00:00,61 a 70,M,AstraZeneca,Público,11,0,,0
21MAY2021:00:00:00,61 a 70,M,Sinopharm,Privado,0,3,,0
21MAY2021:00:00:00,61 a 70,M,Sinopharm,Público,0,107,,0
21MAY2021:00:00:00,61 a 70,M,Sputnik,Privado,38,0,,0
21MAY2021:00:00:00,61 a 70,M,Sputnik,Público,287,2,,0
21MAY2021:00:00:00,61 a 70,M,Sputnik,Público nacional,3,0,,0
21MAY2021:00:00:00,71 a 80,F,AstraZeneca,Público,13,0,,0
21MAY2021:00:00:00,71 a 80,F,Sinopharm,Privado,0,47,,0
21MAY2021:00:00:00,71 a 80,F,Sinopharm,Público,0,1339,,0
21MAY2021:00:00:00,71 a 80,F,Sputnik,Privado,12,0,,0
21MAY2021:00:00:00,71 a 80,F,Sputnik,Público,368,0,,0
21MAY2021:00:00:00,71 a 80,F,Sputnik,Público nacional,16,0,,0
21MAY2021:00:00:00,71 a 80,M,AstraZeneca,Público,9,0,,0
21MAY2021:00:00:00,71 a 80,M,Sinopharm,Privado,0,18,,0
21MAY2021:00:00:00,71 a 80,M,Sinopharm,Público,0,866,,0
21MAY2021:00:00:00,71 a 80,M,Sputnik,Privado,9,0,,0
21MAY2021:00:00:00,71 a 80,M,Sputnik,Público,210,0,,0
21MAY2021:00:00:00,71 a 80,M,Sputnik,Público nacional,8,0,,0
21MAY2021:00:00:00,81 a 90,F,AstraZeneca,Público,32,0,,0
21MAY2021:00:00:00,81 a 90,F,Sinopharm,Privado,0,13,,0
21MAY2021:00:00:00,81 a 90,F,Sinopharm,Público,0,44,,0
21MAY2021:00:00:00,81 a 90,F,Sputnik,Privado,3,0,,0
21MAY2021:00:00:00,81 a 90,F,Sputnik,Público,67,0,,0
21MAY2021:00:00:00,81 a 90,M,AstraZeneca,Público,16,0,,0
21MAY2021:00:00:00,81 a 90,M,Sinopharm,Privado,0,3,,0
21MAY2021:00:00:00,81 a 90,M,Sinopharm,Público,0,27,,0
21MAY2021:00:00:00,81 a 90,M,Sputnik,Público,29,0,,0
21MAY2021:00:00:00,91 o mas,F,AstraZeneca,Público,26,0,,0
21MAY2021:00:00:00,91 o mas,F,Sinopharm,Privado,0,4,,0
21MAY2021:00:00:00,91 o mas,F,Sinopharm,Público,0,9,,0
21MAY2021:00:00:00,91 o mas,F,Sputnik,Privado,2,0,,0
21MAY2021:00:00:00,91 o mas,F,Sputnik,Público,11,0,,0
21MAY2021:00:00:00,91 o mas,F,Sputnik,Público nacional,3,0,,0
21MAY2021:00:00:00,91 o mas,M,AstraZeneca,Público,2,0,,0
21MAY2021:00:00:00,91 o mas,M,Sinopharm,Privado,0,2,,0
21MAY2021:00:00:00,91 o mas,M,Sinopharm,Público,0,3,,0
21MAY2021:00:00:00,91 o mas,M,Sputnik,Privado,1,0,,0
22MAY2021:00:00:00,30 o menos,F,Sinopharm,Público,0,9,,0
22MAY2021:00:00:00,30 o menos,F,Sputnik,Público,63,2,,0
22MAY2021:00:00:00,30 o menos,M,Sinopharm,Público,0,2,,0
22MAY2021:00:00:00,30 o menos,M,Sputnik,Público,48,2,,0
22MAY2021:00:00:00,31 a 40,F,Sinopharm,Público,0,15,,0
22MAY2021:00:00:00,31 a 40,F,Sputnik,Público,45,2,,0
22MAY2021:00:00:00,31 a 40,M,Sinopharm,Público,0,7,,0
22MAY2021:00:00:00,31 a 40,M,Sputnik,Público,35,1,,0
22MAY2021:00:00:00,41 a 50,F,Sinopharm,Público,0,9,,0
22MAY2021:00:00:00,41 a 50,F,Sputnik,Público,47,7,,0
22MAY2021:00:00:00,41 a 50,M,Sinopharm,Público,0,3,,0
22MAY2021:00:00:00,41 a 50,M,Sputnik,Público,19,1,,0
22MAY2021:00:00:00,51 a 60,F,Sinopharm,Público,0,10,,0
22MAY2021:00:00:00,51 a 60,F,Sputnik,Privado,12,0,,0
22MAY2021:00:00:00,51 a 60,F,Sputnik,Público,235,4,,0
22MAY2021:00:00:00,51 a 60,M,Sinopharm,Público,0,2,,0
22MAY2021:00:00:00,51 a 60,M,Sputnik,Privado,3,0,,0
22MAY2021:00:00:00,51 a 60,M,Sputnik,Público,197,5,,0
22MAY2021:00:00:00,61 a 70,F,Sinopharm,Público,0,8,,0
22MAY2021:00:00:00,61 a 70,F,Sputnik,Privado,28,0,,0
22MAY2021:00:00:00,61 a 70,F,Sputnik,Público,1193,4,,0
22MAY2021:00:00:00,61 a 70,M,Sinopharm,Público,0,3,,0
22MAY2021:00:00:00,61 a 70,M,Sputnik,Privado,21,0,,0
22MAY2021:00:00:00,61 a 70,M,Sputnik,Público,942,2,,0
22MAY2021:00:00:00,71 a 80,F,Sinopharm,Público,0,69,,0
22MAY2021:00:00:00,71 a 80,F,Sputnik,Privado,2,0,,0
22MAY2021:00:00:00,71 a 80,F,Sputnik,Público,271,0,,0
22MAY2021:00:00:00,71 a 80,M,Sinopharm,Público,0,43,,0
22MAY2021:00:00:00,71 a 80,M,Sputnik,Privado,1,0,,0
22MAY2021:00:00:00,71 a 80,M,Sputnik,Público,151,0,,0
22MAY2021:00:00:00,81 a 90,F,Sinopharm,Público,0,3,,0
22MAY2021:00:00:00,81 a 90,F,Sputnik,Público,67,1,,0
22MAY2021:00:00:00,81 a 90,M,Sinopharm,Público,0,2,,0
22MAY2021:00:00:00,81 a 90,M,Sputnik,Privado,1,0,,0
22MAY2021:00:00:00,81 a 90,M,Sputnik,Público,28,0,,0
22MAY2021:00:00:00,91 o mas,F,Sinopharm,Público,0,1,,0
22MAY2021:00:00:00,91 o mas,F,Sputnik,Privado,1,0,,0
22MAY2021:00:00:00,91 o mas,F,Sputnik,Público,19,0,,0
22MAY2021:00:00:00,91 o mas,M,Sinopharm,Público,0,1,,0
22MAY2021:00:00:00,91 o mas,M,Sputnik,Público,4,0,,0
23MAY2021:00:00:00,30 o menos,F,Sputnik,Público,46,0,,0
23MAY2021:00:00:00,30 o menos,M,Sputnik,Público,24,0,,0
23MAY2021:00:00:00,31 a 40,F,Sputnik,Público,67,0,,0
23MAY2021:00:00:00,31 a 40,M,Sputnik,Público,26,0,,0
23MAY2021:00:00:00,41 a 50,F,Sputnik,Público,41,0,,0
23MAY2021:00:00:00,41 a 50,M,Sputnik,Público,26,0,,0
23MAY2021:00:00:00,51 a 60,F,Sputnik,Público,1088,0,,0
23MAY2021:00:00:00,51 a 60,M,Sputnik,Público,1006,0,,0
23MAY2021:00:00:00,61 a 70,F,AstraZeneca,Público,0,1,,0
23MAY2021:00:00:00,61 a 70,F,Sputnik,Público,884,0,,0
23MAY2021:00:00:00,61 a 70,M,AstraZeneca,Público,1,0,,0
23MAY2021:00:00:00,61 a 70,M,Sputnik,Público,1185,0,,0
23MAY2021:00:00:00,71 a 80,F,Sputnik,Público,155,0,,0
23MAY2021:00:00:00,71 a 80,M,Sputnik,Público,81,0,,0
23MAY2021:00:00:00,81 a 90,F,Sputnik,Público,65,0,,0
23MAY2021:00:00:00,81 a 90,M,Sputnik,Público,20,0,,0
23MAY2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,1,,0
23MAY2021:00:00:00,91 o mas,F,Sputnik,Público,16,0,,0
23MAY2021:00:00:00,91 o mas,M,Sputnik,Público,7,0,,0
24MAY2021:00:00:00,30 o menos,F,Sinopharm,Privado,0,1,,0
24MAY2021:00:00:00,30 o menos,F,Sinopharm,Público,0,54,,0
24MAY2021:00:00:00,30 o menos,F,Sputnik,Público,27,0,,0
07MAY2021:00:00:00,81 a 90,M,AstraZeneca,Público,11,0,,0
07MAY2021:00:00:00,81 a 90,M,Sinopharm,Privado,0,31,,0
07MAY2021:00:00:00,81 a 90,M,Sinopharm,Público,0,69,,0
07MAY2021:00:00:00,81 a 90,M,Sputnik,Público,5,0,,0
07MAY2021:00:00:00,91 o mas,F,AstraZeneca,Público,30,0,,0
07MAY2021:00:00:00,91 o mas,F,Sinopharm,Privado,0,21,,0
07MAY2021:00:00:00,91 o mas,F,Sinopharm,Público,0,35,,0
07MAY2021:00:00:00,91 o mas,F,Sputnik,Público,3,0,,0
07MAY2021:00:00:00,91 o mas,M,AstraZeneca,Público,10,0,,0
07MAY2021:00:00:00,91 o mas,M,Sinopharm,Privado,0,5,,0
07MAY2021:00:00:00,91 o mas,M,Sinopharm,Público,0,9,,0
08MAY2021:00:00:00,30 o menos,F,Sinopharm,Público,0,1616,,0
08MAY2021:00:00:00,30 o menos,M,Sinopharm,Público,0,183,,0
08MAY2021:00:00:00,31 a 40,F,Sinopharm,Público,1,3504,,0
08MAY2021:00:00:00,31 a 40,M,Sinopharm,Público,0,471,,0
08MAY2021:00:00:00,41 a 50,F,Sinopharm,Público,1,4609,,0
08MAY2021:00:00:00,41 a 50,M,Sinopharm,Público,0,506,,0
08MAY2021:00:00:00,51 a 60,F,AstraZeneca,Privado,50,0,,0
08MAY2021:00:00:00,51 a 60,F,Sinopharm,Público,1,3404,,0
08MAY2021:00:00:00,51 a 60,F,Sputnik,Privado,79,0,,0
08MAY2021:00:00:00,51 a 60,F,Sputnik,Público,106,0,,0
08MAY2021:00:00:00,51 a 60,M,AstraZeneca,Privado,37,0,,0
08MAY2021:00:00:00,51 a 60,M,Sinopharm,Público,0,436,,0
08MAY2021:00:00:00,51 a 60,M,Sputnik,Privado,66,0,,0
08MAY2021:00:00:00,51 a 60,M,Sputnik,Público,26,0,,0
08MAY2021:00:00:00,61 a 70,F,AstraZeneca,Privado,273,0,,0
08MAY2021:00:00:00,61 a 70,F,Sinopharm,Privado,0,9,,0
08MAY2021:00:00:00,61 a 70,F,Sinopharm,Público,0,23,,0
08MAY2021:00:00:00,61 a 70,F,Sputnik,Privado,208,0,,0
08MAY2021:00:00:00,61 a 70,F,Sputnik,Público,1273,0,,0
08MAY2021:00:00:00,61 a 70,F,Sputnik,Público nacional,3,0,,0
08MAY2021:00:00:00,61 a 70,M,AstraZeneca,Privado,182,0,,0
08MAY2021:00:00:00,61 a 70,M,Sinopharm,Privado,0,9,,0
08MAY2021:00:00:00,61 a 70,M,Sinopharm,Público,0,21,,0
08MAY2021:00:00:00,61 a 70,M,Sputnik,Privado,220,0,,0
08MAY2021:00:00:00,61 a 70,M,Sputnik,Público,146,0,,0
08MAY2021:00:00:00,71 a 80,F,Sinopharm,Privado,0,59,,0
08MAY2021:00:00:00,71 a 80,F,Sinopharm,Público,0,31,,0
08MAY2021:00:00:00,71 a 80,F,Sputnik,Privado,2,0,,0
08MAY2021:00:00:00,71 a 80,F,Sputnik,Público,3,0,,0
08MAY2021:00:00:00,71 a 80,M,AstraZeneca,Privado,2,0,,0
08MAY2021:00:00:00,71 a 80,M,Sinopharm,Privado,0,32,,0
08MAY2021:00:00:00,71 a 80,M,Sinopharm,Público,0,32,,0
08MAY2021:00:00:00,71 a 80,M,Sputnik,Público,3,0,,0
08MAY2021:00:00:00,81 a 90,F,Sinopharm,Privado,0,1,,0
08MAY2021:00:00:00,81 a 90,F,Sinopharm,Público,0,31,,0
08MAY2021:00:00:00,81 a 90,F,Sputnik,Privado,1,0,,0
08MAY2021:00:00:00,81 a 90,F,Sputnik,Público,7,0,,0
08MAY2021:00:00:00,81 a 90,M,Sinopharm,Público,0,12,,0
08MAY2021:00:00:00,81 a 90,M,Sputnik,Público,2,0,,0
08MAY2021:00:00:00,91 o mas,F,Sinopharm,Público,0,21,,0
08MAY2021:00:00:00,91 o mas,F,Sputnik,Público,1,0,,0
08MAY2021:00:00:00,91 o mas,M,Sinopharm,Público,0,10,,0
09MAY2021:00:00:00,41 a 50,M,Sinopharm,Público,0,1,,0
09MAY2021:00:00:00,51 a 60,F,AstraZeneca,Privado,7,0,,0
09MAY2021:00:00:00,51 a 60,F,Sinopharm,Público,0,4,,0
09MAY2021:00:00:00,51 a 60,M,AstraZeneca,Privado,16,0,,0
09MAY2021:00:00:00,51 a 60,M,Sinopharm,Público,0,6,,0
09MAY2021:00:00:00,61 a 70,F,AstraZeneca,Privado,51,0,,0
09MAY2021:00:00:00,61 a 70,F,AstraZeneca,Público,4,0,,0
09MAY2021:00:00:00,61 a 70,F,Sinopharm,Público,0,24,,0
09MAY2021:00:00:00,61 a 70,M,AstraZeneca,Privado,46,0,,0
09MAY2021:00:00:00,61 a 70,M,Sinopharm,Público,0,23,,0
09MAY2021:00:00:00,71 a 80,F,Sinopharm,Público,0,22,,0
09MAY2021:00:00:00,71 a 80,M,Sinopharm,Público,0,14,,0
09MAY2021:00:00:00,81 a 90,F,Sinopharm,Público,0,65,,0
09MAY2021:00:00:00,81 a 90,M,Sinopharm,Público,0,22,,0
09MAY2021:00:00:00,91 o mas,F,Sinopharm,Público,0,47,,0
09MAY2021:00:00:00,91 o mas,M,Sinopharm,Público,0,8,,0
10MAY2021:00:00:00,30 o menos,F,AstraZeneca,Privado,6,0,,0
10MAY2021:00:00:00,30 o menos,F,AstraZeneca,Público,25,0,,0
10MAY2021:00:00:00,30 o menos,F,Sputnik,Público,10,0,,0
10MAY2021:00:00:00,30 o menos,F,Sputnik,Público nacional,1,0,,0
10MAY2021:00:00:00,30 o menos,M,AstraZeneca,Privado,5,0,,0
10MAY2021:00:00:00,30 o menos,M,AstraZeneca,Público,18,0,,0
10MAY2021:00:00:00,30 o menos,M,Sinopharm,Privado,0,1,,0
10MAY2021:00:00:00,30 o menos,M,Sputnik,Público,2,0,,0
10MAY2021:00:00:00,31 a 40,F,AstraZeneca,Privado,4,0,,0
10MAY2021:00:00:00,31 a 40,F,AstraZeneca,Público,46,0,,0
10MAY2021:00:00:00,31 a 40,F,Sputnik,Privado,1,0,,0
10MAY2021:00:00:00,31 a 40,F,Sputnik,Público,3,0,,0
10MAY2021:00:00:00,31 a 40,M,AstraZeneca,Privado,1,1,,0
10MAY2021:00:00:00,31 a 40,M,AstraZeneca,Público,25,0,,0
10MAY2021:00:00:00,31 a 40,M,Sputnik,Privado,1,0,,0
10MAY2021:00:00:00,31 a 40,M,Sputnik,Público,3,0,,0
10MAY2021:00:00:00,41 a 50,F,AstraZeneca,Privado,1,0,,0
10MAY2021:00:00:00,41 a 50,F,AstraZeneca,Público,31,0,,0
10MAY2021:00:00:00,41 a 50,F,Sinopharm,Privado,0,1,,0
10MAY2021:00:00:00,41 a 50,F,Sinopharm,Público,0,2,,0
10MAY2021:00:00:00,41 a 50,F,Sputnik,Privado,3,0,,0
10MAY2021:00:00:00,41 a 50,F,Sputnik,Público,3,1,,0
10MAY2021:00:00:00,41 a 50,F,Sputnik,Público nacional,2,1,,0
10MAY2021:00:00:00,41 a 50,M,AstraZeneca,Privado,5,0,,0
10MAY2021:00:00:00,41 a 50,M,AstraZeneca,Público,16,0,,0
10MAY2021:00:00:00,41 a 50,M,Sputnik,Privado,4,0,,0
10MAY2021:00:00:00,41 a 50,M,Sputnik,Público nacional,1,0,,0
10MAY2021:00:00:00,51 a 60,F,AstraZeneca,Privado,8,0,,0
10MAY2021:00:00:00,51 a 60,F,AstraZeneca,Público,51,0,,0
10MAY2021:00:00:00,51 a 60,F,Sputnik,Privado,102,0,,0
10MAY2021:00:00:00,51 a 60,F,Sputnik,Público,89,1,,0
10MAY2021:00:00:00,51 a 60,F,Sputnik,Público nacional,3,0,,0
10MAY2021:00:00:00,51 a 60,M,AstraZeneca,Privado,5,0,,0
10MAY2021:00:00:00,51 a 60,M,AstraZeneca,Público,43,0,,0
10MAY2021:00:00:00,51 a 60,M,Sinopharm,Privado,1,0,,0
10MAY2021:00:00:00,51 a 60,M,Sinopharm,Público,0,1,,0
