id,Humidity,Wind_Speed_kmh,rumbo_viento_grados,visibilidad_km,presion_mbar,lluvia,descripcion,temperatura
2397,0.92,15.6,330.0,3.98,1010.99,si,Cold,3.87
2398,0.83,4.57,337.0,8.23,1023.34,si,Cold,2.64
2399,0.66,13.97,40.0,15.83,1015.73,si,Warm,22.17
2400,0.55,16.37,171.0,9.11,1019.86,si,Normal,13.34
2401,0.58,0.6,48.0,9.98,1015.77,si,Normal,9.88
2402,0.57,7.65,29.0,16.1,1014.74,si,Warm,25.04
2403,0.55,9.13,350.0,9.98,1019.56,si,Warm,23.77
2404,0.71,17.69,319.0,10.05,1028.98,si,Normal,7.87
2405,0.42,1.69,190.0,8.05,1017.81,si,Normal,17.11
2406,0.64,16.53,300.0,9.98,1010.5,si,Warm,22.22
2407,0.92,4.6,30.0,9.8,0.0,no,Cold,-3.99
2408,0.87,3.22,310.0,14.91,1016.36,si,Warm,19.98
2409,0.93,10.84,190.0,14.81,1019.37,si,Normal,5.03
2410,0.46,22.85,2.0,11.08,1026.17,no,Cold,-2.28
2411,0.93,10.67,284.0,15.44,1007.18,si,Normal,14.54
2412,0.75,26.81,151.0,11.27,994.21,si,Normal,14.04
2413,0.7,7.92,81.0,7.45,1025.31,si,Cold,2.76
2414,0.87,13.85,48.0,14.96,1005.53,si,Warm,22.02
2415,0.76,16.1,0.0,11.27,1004.0,si,Normal,6.11
2416,0.56,10.72,289.0,10.4,1013.64,si,Warm,18.97
2417,0.52,10.5,143.0,11.21,1011.15,si,Normal,13.84
2418,0.5,12.17,69.0,16.1,1005.51,si,Warm,23.91
2419,0.97,8.21,218.0,4.25,1008.95,si,Warm,20.01
2420,0.78,3.14,195.0,14.68,1020.73,si,Normal,12.18
2421,0.97,3.32,53.0,9.9,1013.89,si,Warm,19.52
2422,0.92,6.28,206.0,4.52,1017.13,si,Cold,0.18
2423,0.83,23.17,290.0,9.98,1013.6,si,Normal,12.67
2424,0.68,15.63,140.0,15.18,1010.81,no,Cold,-8.98
2425,0.72,3.27,336.0,16.1,1015.45,si,Normal,9.59
2426,0.8,6.15,50.0,15.83,1018.59,si,Normal,6.53
2427,0.6,7.62,132.0,9.98,1016.58,si,Warm,27.41
2428,0.71,0.27,145.0,16.1,1018.7,si,Cold,3.87
2429,0.87,3.2,295.0,6.83,1027.23,si,Normal,6.52
2430,0.36,9.47,259.0,10.05,1020.62,si,Normal,17.76
2431,0.97,10.82,307.0,8.13,1004.15,si,Normal,16.62
2432,0.75,14.49,0.0,6.12,1025.9,no,Cold,0.0
2433,0.32,11.83,2.0,16.1,1017.71,si,Warm,22.84
2434,0.84,4.72,132.0,9.9,1009.55,si,Warm,18.92
2435,0.93,3.61,275.0,14.96,1020.35,si,Normal,5.26
2436,0.59,14.22,261.0,14.91,1017.62,si,Normal,11.11
2437,0.68,38.64,280.0,11.27,996.1,si,Normal,7.78
2438,0.67,7.97,138.0,10.27,1008.76,si,Normal,17.87
2439,0.31,3.77,214.0,15.55,1022.59,si,Warm,24.87
2440,0.96,3.22,290.0,6.2,1026.77,si,Cold,0.42
2441,0.47,13.48,289.0,11.4,1017.74,si,Warm,24.93
2442,0.59,10.55,137.0,15.52,1010.91,si,Normal,12.87
2443,1.0,3.74,9.0,1.27,1011.06,no,Cold,-1.18
2444,0.52,5.52,301.0,9.98,1018.39,si,Warm,22.27
2445,0.87,5.94,129.0,15.18,1019.26,si,Normal,10.01
2446,0.82,11.27,170.0,16.05,1014.1,si,Warm,19.26
2447,0.73,11.41,277.0,14.96,1025.76,si,Cold,0.11
2448,0.96,2.53,26.0,0.74,1016.46,si,Normal,5.52
2449,0.84,12.51,72.0,10.79,1007.46,si,Normal,4.84
2450,0.68,11.13,340.0,16.1,1009.73,si,Normal,16.04
2451,0.65,13.81,161.0,16.1,1012.34,si,Normal,11.71
2452,0.88,15.33,181.0,9.98,1012.75,si,Normal,14.8
2453,0.96,3.03,272.0,2.59,1015.82,si,Normal,15.51
2454,0.58,16.0,196.0,11.45,1010.49,si,Normal,17.09
2455,0.89,3.32,203.0,6.3,1021.49,si,Normal,5.61
2456,0.85,11.27,10.0,6.12,1001.0,si,Cold,3.33
2457,0.82,12.65,309.0,9.9,1022.17,no,Cold,-0.05
2458,0.78,7.68,329.0,11.27,1013.01,si,Normal,17.85
2459,0.72,6.18,139.0,15.83,1025.71,si,Normal,11.5
2460,0.96,7.15,221.0,0.16,1020.41,si,Cold,4.48
2461,0.92,16.1,9.0,1.9,1002.13,si,Cold,0.12
2462,0.93,4.75,120.0,3.4,1019.49,no,Cold,-0.23
2463,0.41,10.42,30.0,9.98,1021.07,si,Warm,23.93
2464,0.99,4.86,32.0,4.3,1012.9,si,Warm,22.02
2465,0.66,9.63,167.0,11.13,1029.5,si,Normal,8.79
2466,0.84,19.84,139.0,10.98,1021.22,si,Normal,7.71
2467,0.76,34.02,31.0,9.76,1011.21,no,Cold,-0.12
2468,0.93,13.12,140.0,13.97,1005.04,si,Normal,13.92
2469,0.82,38.01,279.0,15.18,1016.42,si,Cold,0.51
2470,0.74,24.5,150.0,14.91,1010.42,si,Normal,5.42
2471,0.93,10.59,20.0,5.84,1014.25,si,Normal,6.06
2472,0.42,3.01,158.0,15.83,1013.38,si,Warm,28.71
2473,0.62,1.84,300.0,9.98,1015.45,si,Normal,11.0
2474,0.39,1.5,313.0,10.35,1030.91,si,Normal,15.94
2475,0.96,3.19,18.0,6.12,1015.38,si,Normal,6.37
2476,0.56,11.29,357.0,10.03,1029.34,si,Cold,1.11
2477,0.92,11.25,348.0,4.56,1021.88,si,Cold,0.15
2478,0.96,3.16,22.0,9.71,1017.34,si,Normal,8.64
2479,0.99,3.11,52.0,0.92,1026.46,si,Cold,0.36
2480,0.72,7.82,30.0,11.27,1021.7,si,Normal,16.04
2481,0.77,7.47,191.0,11.27,1012.69,si,Warm,18.91
2482,0.96,6.26,281.0,7.13,1035.13,si,Cold,2.59
2483,0.55,14.06,62.0,9.98,1014.42,si,Normal,16.18
2484,0.88,1.53,110.0,9.85,1027.16,no,Cold,-4.01
2485,0.86,30.56,291.0,5.73,997.25,si,Normal,6.89
2486,0.86,6.49,198.0,14.17,1017.17,si,Normal,7.33
2487,0.99,2.98,276.0,1.8,1029.19,si,Cold,0.17
2488,0.61,7.89,21.0,9.98,1029.76,si,Normal,9.84
2489,0.69,28.98,200.0,11.27,1000.1,no,Cold,-2.22
2490,0.9,6.63,330.0,7.99,1015.33,si,Normal,17.98
2491,0.92,6.41,236.0,4.62,1007.85,si,Cold,0.47
2492,0.61,3.22,260.0,9.98,1021.5,si,Warm,20.16
2493,0.5,7.91,0.0,10.26,1006.93,si,Normal,17.83
2494,0.99,3.22,10.0,0.4,1023.0,no,Cold,-4.82
2495,0.94,4.44,356.0,3.16,1023.11,si,Normal,10.08
2496,0.68,8.05,260.0,8.05,1020.0,no,Cold,-2.78
2497,1.0,4.67,318.0,1.85,1027.5,no,Cold,-2.22
2498,0.35,10.63,20.0,16.1,1017.93,si,Warm,31.11
2499,0.47,11.04,151.0,16.1,1016.98,si,Warm,26.21
2500,0.66,3.11,132.0,10.26,1022.16,si,Warm,23.71
2501,0.63,42.92,160.0,10.05,991.74,si,Normal,17.17
2502,0.95,6.62,151.0,1.47,1021.35,si,Cold,0.09
2503,0.93,3.3,153.0,3.36,1017.31,si,Normal,5.54
2504,0.5,8.71,337.0,9.9,1026.15,si,Normal,10.01
2505,0.32,11.08,310.0,16.1,1015.81,si,Warm,23.84
2506,0.35,9.35,48.0,16.1,1018.82,si,Warm,26.04
2507,0.47,3.22,0.0,9.98,1023.2,si,Normal,13.89
2508,0.75,22.72,141.0,14.96,1013.13,si,Normal,6.59
2509,0.76,3.41,278.0,11.98,1024.51,si,Cold,4.38
2510,0.32,12.78,298.0,16.1,1018.01,si,Warm,24.95
2511,0.53,25.76,150.0,9.98,1010.4,si,Warm,20.0
2512,0.87,3.48,9.0,15.83,1008.64,si,Warm,20.0
2513,0.49,19.72,337.0,11.45,1021.68,si,Normal,18.43
2514,0.59,14.14,279.0,14.96,1007.44,si,Normal,17.82
2515,0.93,15.26,221.0,11.27,1010.73,si,Normal,14.98
2516,0.77,11.04,339.0,15.83,1007.35,si,Normal,13.28
2517,0.77,3.22,140.0,16.1,1020.7,si,Normal,13.89
2518,0.49,9.69,294.0,11.21,1022.12,si,Warm,19.98
2519,0.96,3.4,333.0,1.74,1015.89,si,Normal,8.81
2520,0.5,2.99,26.0,14.76,1014.95,si,Warm,29.66
2521,0.93,22.17,160.0,6.99,1013.58,si,Normal,6.11
2522,0.87,13.49,322.0,15.18,1018.25,si,Normal,9.39
2523,0.7,4.7,213.0,6.12,1021.9,si,Cold,3.94
2524,0.58,7.99,203.0,8.42,1023.23,si,Normal,8.81
2525,0.96,2.93,281.0,3.24,1017.3,si,Normal,14.91
2526,0.91,5.59,10.0,4.59,1014.38,si,Cold,2.45
2527,0.46,9.74,140.0,9.98,1013.96,si,Warm,33.93
2528,0.87,10.0,166.0,8.03,1019.66,si,Cold,1.26
2529,0.38,4.96,145.0,9.98,1011.65,si,Warm,22.82
2530,0.91,10.27,163.0,4.11,1020.75,no,Cold,-1.66
2531,0.67,11.21,339.0,11.27,1008.32,si,Normal,17.59
2532,0.83,6.18,151.0,16.1,1009.16,si,Normal,13.76
2533,0.35,11.85,221.0,15.55,1016.01,si,Normal,18.8
2534,0.34,15.09,20.0,9.98,1026.05,si,Normal,17.13
2535,0.87,5.75,55.0,9.63,1015.19,si,Normal,8.81
2536,0.93,9.98,165.0,3.69,1020.25,no,Cold,-1.36
2537,0.8,11.38,21.0,0.0,0.0,no,Cold,-9.95
2538,0.61,6.44,30.0,16.1,1016.42,si,Normal,18.71
2539,0.68,6.62,107.0,8.36,1028.63,no,Cold,-8.37
2540,0.34,8.28,54.0,15.55,1020.99,si,Warm,22.09
2541,0.4,3.14,122.0,15.83,1013.64,si,Normal,15.53
2542,0.88,11.53,112.0,1.45,1005.43,no,Cold,-7.23
2543,0.48,12.65,239.0,16.1,1014.77,si,Warm,27.85
2544,0.38,21.98,259.0,16.1,1007.98,si,Warm,32.18
2545,0.38,11.0,242.0,16.1,1020.2,si,Normal,11.27
2546,0.84,11.27,40.0,6.12,1029.3,no,Cold,-5.0
2547,0.89,6.3,251.0,5.04,1021.21,si,Cold,1.67
2548,,,,,,si,Warm,27.76
2549,0.84,6.78,312.0,14.96,1014.0,si,Normal,11.07
2550,0.6,20.45,140.0,11.03,1018.23,no,Cold,-2.17
2551,0.58,17.71,200.0,8.36,1016.1,si,Cold,1.16
2552,0.53,18.05,232.0,11.4,1010.48,si,Warm,26.04
2553,1.0,15.5,40.0,9.8,1019.04,si,Normal,13.89
2554,0.77,12.78,20.0,2.91,1018.26,si,Normal,11.0
2555,0.47,13.67,159.0,9.98,1016.13,si,Normal,15.03
2556,0.51,14.49,321.0,16.1,1021.77,si,Normal,15.6
2557,0.32,36.29,282.0,9.98,1011.26,si,Normal,17.57
2558,0.91,8.03,148.0,9.98,1012.66,si,Normal,17.59
2559,0.8,14.49,350.0,4.03,1029.6,no,Cold,-12.78
2560,0.75,10.34,134.0,14.96,1013.09,si,Normal,14.63
2561,0.83,6.21,108.0,9.55,1028.2,si,Normal,5.97
2562,0.77,5.75,310.0,14.96,1017.41,si,Normal,18.02
2563,0.83,4.75,338.0,5.73,1027.0,no,Cold,-0.07
2564,0.75,5.67,167.0,15.31,1013.43,si,Warm,19.36
2565,0.93,4.81,143.0,3.51,1030.75,no,Cold,-1.03
2566,0.51,12.09,9.0,10.58,1030.46,no,Cold,-5.13
2567,0.73,6.07,256.0,16.1,1015.12,si,Warm,20.66
2568,0.85,10.71,191.0,8.05,1011.72,si,Normal,16.96
2569,0.75,7.74,129.0,9.9,1027.08,si,Cold,0.16
2570,0.93,19.9,309.0,10.8,1011.55,si,Cold,1.02
2571,0.85,9.45,150.0,9.9,1024.61,si,Cold,0.02
2572,0.89,10.32,155.0,10.98,1010.29,si,Normal,8.87
2573,0.93,7.13,172.0,0.43,1017.89,si,Normal,11.61
2574,0.85,13.72,330.0,6.78,1010.33,no,Cold,-1.12
2575,0.73,18.69,136.0,14.02,1012.67,si,Cold,2.11
2576,0.57,22.02,250.0,9.98,1014.47,si,Warm,21.02
2577,0.95,8.26,32.0,6.34,1023.3,si,Cold,2.75
2578,0.86,11.03,339.0,15.83,1026.7,si,Normal,10.47
2579,0.93,6.52,309.0,15.92,1006.85,si,Normal,11.55
2580,1.0,10.87,170.0,3.88,1013.64,no,Cold,-1.12
2581,0.93,2.48,192.0,0.34,1012.13,si,Normal,6.22
2582,0.93,6.23,141.0,11.25,1018.28,si,Cold,2.02
2583,0.83,14.63,300.0,9.98,1016.35,si,Normal,13.89
2584,0.83,10.82,99.0,15.65,1017.79,si,Cold,0.39
2585,0.96,6.18,303.0,5.36,1019.34,si,Cold,3.98
2586,0.93,1.61,170.0,1.93,1016.4,si,Normal,5.0
2587,0.5,7.74,332.0,9.98,1014.76,si,Warm,24.91
2588,0.68,4.83,40.0,9.98,1013.8,si,Warm,18.89
2589,0.78,14.91,295.0,6.63,1015.7,si,Cold,1.21
2590,0.44,20.93,152.0,15.31,1010.69,si,Warm,26.93
2591,0.93,10.37,170.0,15.15,1011.93,si,Warm,19.43
2592,0.89,10.01,152.0,6.57,1019.75,no,Cold,-0.41
2593,0.9,3.08,350.0,11.98,1016.33,si,Warm,20.6
2594,0.65,24.15,280.0,9.98,1007.6,si,Normal,7.22
2595,0.93,7.97,160.0,4.75,0.0,si,Normal,11.11
2596,0.34,12.8,299.0,10.26,1017.92,si,Warm,27.73
2597,0.25,9.58,350.0,10.35,1016.87,si,Warm,27.09
2598,0.85,11.27,120.0,8.05,1020.3,si,Cold,1.11
2599,0.5,2.5,76.0,11.45,1023.3,si,Normal,12.12
2600,0.47,4.97,201.0,9.98,1025.34,si,Normal,12.27
2601,0.54,3.22,290.0,15.83,1019.1,si,Warm,19.84
2602,0.39,11.08,295.0,10.37,1019.21,si,Warm,19.29
2603,0.37,14.92,2.0,11.27,1015.13,si,Warm,25.99
2604,0.84,11.85,297.0,10.95,1017.8,si,Normal,6.16
2605,0.41,12.04,330.0,9.98,1019.16,si,Warm,22.71
2606,0.85,6.46,309.0,14.59,1012.53,no,Cold,-2.21
2607,0.34,16.47,15.0,9.98,1027.01,si,Normal,14.04
2608,0.4,46.61,300.0,16.1,1015.91,si,Normal,17.79
2609,0.84,11.13,242.0,16.1,1012.09,si,Normal,16.09
2610,0.86,16.97,150.0,7.97,1013.61,si,Normal,7.78
2611,0.79,13.68,277.0,14.17,1013.0,si,Normal,7.44
2612,0.93,9.58,289.0,0.35,1026.89,no,Cold,-1.18
2613,0.53,11.27,100.0,9.98,1012.6,si,Warm,22.22
2614,0.87,9.58,163.0,7.76,1019.31,si,Cold,2.62
2615,1.0,2.99,345.0,3.01,1039.54,si,Cold,3.87
2616,0.72,28.92,309.0,9.98,1013.47,si,Cold,2.2
2617,0.63,16.34,287.0,15.18,1012.96,si,Normal,11.02
2618,0.35,2.93,32.0,9.98,1015.67,si,Warm,20.04
2619,0.99,4.44,3.0,0.66,1022.98,no,Cold,-3.71
2620,0.89,0.0,0.0,11.27,1022.3,si,Cold,3.89
2621,0.39,17.0,200.0,16.1,1013.66,si,Warm,22.27
2622,0.59,10.61,57.0,9.98,1037.98,si,Cold,3.02
2623,0.43,25.28,309.0,11.27,1014.8,si,Warm,22.13
2624,0.8,5.55,348.0,15.18,1012.24,si,Cold,3.49
2625,0.76,11.08,10.0,15.83,1021.68,si,Normal,9.4
2626,0.92,14.96,310.0,9.95,1002.43,si,Cold,1.16
2627,0.93,3.33,141.0,14.81,992.98,no,Cold,-0.56
2628,0.49,12.45,187.0,9.98,1017.24,si,Normal,12.38
2629,0.79,5.73,41.0,9.98,1031.09,si,Normal,5.32
2630,0.76,6.15,350.0,15.83,1015.34,si,Normal,10.97
2631,0.76,10.34,286.0,14.33,1006.68,si,Cold,2.47
2632,0.9,7.26,359.0,9.6,1011.22,si,Normal,8.79
2633,0.94,12.28,127.0,7.73,1018.29,si,Normal,5.97
2634,0.67,6.42,12.0,16.1,1015.75,si,Normal,9.52
2635,0.93,22.06,26.0,7.37,1010.18,si,Normal,11.06
2636,0.95,16.07,278.0,8.42,1011.38,no,Cold,-5.99
2637,0.96,2.8,132.0,8.23,1025.9,si,Normal,13.97
2638,0.75,8.23,292.0,9.98,1020.86,si,Cold,3.04
2639,0.89,8.1,106.0,1.98,1013.66,no,Cold,-1.18
2640,0.88,17.08,9.0,0.84,1025.91,no,Cold,-11.01
2641,0.93,14.2,260.0,8.05,1022.13,si,Normal,13.24
2642,0.46,17.4,1.0,10.26,1017.45,si,Warm,21.16
2643,0.59,3.43,143.0,15.83,1013.99,si,Warm,23.83
2644,0.71,10.82,340.0,15.15,1031.74,si,Normal,6.93
2645,0.53,4.6,38.0,9.98,1018.28,si,Warm,22.66
2646,0.93,3.22,100.0,6.12,1019.5,si,Normal,5.0
2647,0.84,6.41,171.0,14.91,1016.39,si,Normal,13.27
2648,0.75,11.37,69.0,15.18,1018.55,si,Normal,14.82
2649,1.0,10.75,209.0,0.18,1033.6,si,Cold,0.09
2650,0.55,12.2,149.0,15.83,1015.98,si,Warm,27.79
2651,0.71,21.9,265.0,14.96,1015.53,si,Warm,20.4
2652,0.62,11.04,308.0,11.03,1011.92,si,Warm,26.99
2653,0.84,9.19,7.0,9.9,1028.63,si,Normal,7.59
2654,0.67,22.46,50.0,11.27,0.0,si,Normal,13.99
2655,0.93,6.63,82.0,3.17,1027.7,si,Normal,8.81
2656,0.62,11.27,0.0,16.1,1018.0,si,Normal,16.67
2657,0.69,23.65,296.0,9.98,1006.77,si,Normal,9.88
2658,0.74,22.73,328.0,11.08,1008.38,si,Normal,18.72
2659,0.93,4.7,329.0,6.02,1021.84,si,Normal,8.87
2660,0.92,14.63,10.0,14.81,1002.88,si,Normal,9.91
2661,0.96,10.95,331.0,0.68,1019.73,si,Normal,13.2
2662,0.86,7.92,115.0,5.62,1027.04,no,Cold,-4.15
2663,0.8,21.64,200.0,11.27,1003.0,si,Normal,11.18
2664,0.93,0.53,258.0,13.56,1009.95,si,Normal,14.04
2665,0.63,4.77,244.0,15.55,1009.69,si,Normal,6.46
2666,0.73,9.53,117.0,10.05,1008.64,si,Warm,20.9
2667,0.67,10.35,241.0,9.98,1012.86,si,Normal,10.98
2668,0.59,2.16,118.0,9.98,1015.64,si,Normal,17.15
2669,0.52,13.25,186.0,15.31,1013.8,si,Normal,15.41
2670,0.71,24.49,303.0,14.17,1008.67,si,Normal,8.26
2671,0.85,13.23,154.0,14.17,1011.91,si,Cold,3.83
2672,0.82,14.47,170.0,8.13,1015.25,si,Cold,4.4
2673,0.96,3.49,102.0,4.09,1016.58,si,Normal,12.48
2674,0.72,13.35,250.0,9.98,1008.72,si,Normal,8.87
2675,0.84,3.08,283.0,16.1,1018.55,si,Normal,10.49
2676,0.7,6.65,295.0,15.83,1009.91,si,Warm,20.94
2677,0.65,26.74,130.0,11.21,1008.64,si,Normal,4.93
2678,0.35,14.49,230.0,9.98,1017.7,si,Warm,27.78
2679,0.97,3.09,35.0,14.63,1006.87,si,Normal,16.09
2680,0.73,7.81,168.0,11.27,1007.86,si,Normal,17.16
2681,0.65,28.98,310.0,9.98,1011.7,si,Warm,18.89
2682,0.93,4.86,218.0,9.98,1017.29,si,Normal,9.01
2683,0.89,15.67,263.0,11.27,1013.01,si,Normal,12.92
2684,0.93,11.27,310.0,9.98,1016.88,si,Normal,14.98
2685,0.58,7.92,59.0,8.23,1031.16,si,Cold,2.61
2686,0.86,0.4,83.0,6.3,1020.36,si,Normal,11.13
2687,0.61,12.93,162.0,15.55,1011.08,si,Warm,24.38
2688,0.89,14.22,329.0,14.91,1020.67,si,Cold,0.67
2689,0.58,7.63,35.0,11.27,1002.71,si,Warm,23.79
2690,0.79,10.71,159.0,7.82,1018.59,si,Normal,6.06
2691,0.93,5.14,25.0,4.8,1015.85,si,Normal,12.11
2692,0.96,8.0,230.0,9.05,1007.91,si,Cold,2.93
2693,0.9,5.78,292.0,6.5,1025.87,si,Cold,1.08
2694,0.58,25.65,258.0,11.45,1001.95,si,Normal,16.22
2695,0.81,6.3,346.0,15.83,1015.38,si,Normal,17.83
2696,0.92,3.61,72.0,14.06,1020.73,si,Normal,9.22
2697,0.96,4.38,95.0,11.21,1001.05,si,Normal,17.8
2698,0.71,37.03,300.0,11.27,1006.9,si,Normal,8.89
2699,0.92,9.66,10.0,4.99,1007.6,no,Cold,-2.78
2700,0.92,1.74,197.0,0.19,1027.91,no,Cold,-1.08
2701,1.0,0.0,0.0,5.22,1008.5,si,Normal,17.11
2702,0.92,6.55,243.0,15.83,1017.94,si,Normal,12.77
2703,0.87,13.04,159.0,9.79,1000.09,si,Normal,12.69
2704,0.58,3.03,257.0,16.1,1016.8,si,Normal,16.04
2705,1.0,2.98,202.0,0.02,1033.41,no,Cold,-1.04
2706,0.5,9.32,357.0,10.58,1017.14,si,Normal,12.29
2707,0.92,9.4,132.0,6.3,1022.06,si,Normal,14.06
2708,0.83,8.21,34.0,6.76,1020.07,si,Cold,1.3
2709,0.59,9.08,20.0,10.4,1013.53,si,Normal,6.03
2710,0.7,9.66,230.0,9.98,1019.3,si,Normal,5.0
2711,0.75,6.1,129.0,15.55,1029.88,si,Normal,5.92
2712,0.67,2.79,318.0,9.98,1022.48,si,Normal,13.41
2713,0.75,15.55,221.0,10.26,1000.07,si,Normal,7.89
2714,0.4,14.52,328.0,9.98,1020.33,si,Warm,29.88
2715,0.88,9.32,162.0,10.37,1019.33,si,Cold,2.87
2716,0.79,22.46,120.0,10.05,0.0,si,Normal,6.11
2717,0.55,10.58,170.0,9.98,1010.03,si,Warm,30.9
2718,0.69,6.12,302.0,14.96,1021.42,no,Cold,-2.65
2719,0.57,11.99,353.0,9.98,1017.25,si,Warm,24.88
2720,0.48,3.14,127.0,9.98,1020.77,si,Warm,30.12
2721,0.83,4.49,241.0,4.7,1036.04,no,Cold,-1.22
2722,0.69,15.39,41.0,11.27,1021.84,si,Cold,2.17
2723,0.67,10.92,81.0,9.98,1018.05,si,Warm,20.18
2724,0.83,16.74,160.0,11.45,1018.59,si,Normal,8.87
2725,0.61,15.89,318.0,11.27,0.0,si,Warm,19.95
2726,0.92,3.98,354.0,8.05,1027.41,no,Cold,-0.31
2727,0.46,8.05,40.0,11.27,1017.4,si,Warm,21.11
2728,1.0,9.58,253.0,1.45,997.84,si,Cold,0.07
2729,0.84,5.12,40.0,9.98,1019.64,si,Normal,18.8
2730,0.87,7.66,136.0,5.86,1018.58,si,Normal,10.94
2731,0.91,5.96,341.0,6.3,1019.43,si,Cold,4.44
2732,0.93,0.74,218.0,1.93,1015.87,si,Normal,5.03
2733,0.58,7.53,17.0,11.21,1033.1,si,Warm,21.04
2734,0.93,5.28,267.0,8.13,1004.22,si,Normal,17.22
2735,0.81,6.13,350.0,16.1,1012.63,si,Warm,19.36
2736,0.9,4.44,76.0,11.13,1021.62,si,Normal,18.82
2737,0.85,13.59,29.0,11.21,1014.62,si,Warm,19.77
2738,0.94,12.28,109.0,10.79,1006.97,si,Normal,5.25
2739,0.46,12.7,330.0,16.1,1019.63,si,Warm,21.02
2740,0.78,7.13,339.0,10.58,1008.28,si,Warm,21.16
2741,0.86,12.17,288.0,9.98,1019.72,si,Normal,12.24
2742,0.96,3.08,310.0,1.92,1022.25,si,Normal,8.24
2743,0.76,6.47,132.0,16.1,1014.39,si,Normal,13.69
2744,0.72,1.66,3.0,7.21,1014.68,si,Normal,12.7
2745,0.74,25.76,320.0,16.1,1021.8,no,Cold,-3.33
2746,0.46,4.46,63.0,10.05,1011.55,si,Warm,28.79
2747,0.55,4.93,101.0,10.35,1017.12,si,Warm,21.58
2748,0.7,20.24,229.0,10.05,1021.38,si,Cold,2.73
2749,0.75,10.82,199.0,11.13,1013.79,si,Normal,5.07
2750,0.84,6.44,20.0,15.83,1012.24,si,Normal,15.57
2751,0.77,9.06,309.0,11.08,1013.45,si,Warm,21.47
2752,0.37,12.96,170.0,9.98,0.0,si,Warm,30.05
2753,0.82,8.81,242.0,7.16,1012.38,si,Warm,22.13
2754,0.33,4.86,182.0,16.1,1017.7,si,Warm,27.82
2755,0.84,6.79,318.0,15.15,1020.77,no,Cold,-7.5
2756,0.73,1.56,225.0,9.98,1019.77,si,Normal,12.22
2757,0.81,10.43,261.0,14.96,1018.38,si,Normal,11.76
2758,0.74,7.13,64.0,9.27,1013.67,si,Warm,22.32
2759,0.72,3.4,119.0,15.18,1018.7,si,Normal,12.45
2760,0.86,14.2,298.0,9.71,1011.9,si,Normal,12.24
2761,0.58,14.49,330.0,11.27,1014.5,si,Normal,7.78
2762,0.93,13.51,118.0,8.08,1019.24,si,Cold,4.31
2763,0.93,11.37,293.0,3.98,1013.24,si,Cold,1.98
2764,0.73,3.22,180.0,6.01,1027.91,si,Normal,7.27
2765,0.75,3.51,136.0,14.17,1020.19,si,Warm,19.8
2766,0.81,21.28,140.0,6.21,1003.63,si,Normal,6.32
2767,0.71,4.93,139.0,9.98,1012.93,si,Normal,17.6
2768,0.4,16.42,163.0,10.35,1021.49,si,Warm,26.92
2769,0.26,7.82,272.0,9.98,1009.23,si,Warm,32.04
2770,0.96,0.0,0.0,0.02,1022.21,no,Cold,-2.24
2771,0.93,3.22,160.0,4.51,1012.5,si,Normal,13.89
2772,0.52,14.49,10.0,9.98,1022.0,si,Warm,18.89
2773,0.93,10.96,13.0,7.13,1016.26,si,Normal,15.88
2774,0.84,13.96,190.0,15.15,1002.1,si,Normal,11.13
2775,0.87,3.22,200.0,3.06,1016.9,no,Cold,-11.11
2776,0.96,10.72,20.0,4.07,1028.93,no,Cold,-3.31
2777,0.49,14.6,140.0,9.98,1025.27,si,Normal,11.05
2778,0.9,3.24,253.0,11.03,1008.62,si,Normal,17.78
2779,0.68,10.32,306.0,15.31,1022.88,si,Normal,15.39
2780,0.6,6.96,293.0,11.7,1008.04,si,Warm,25.08
2781,0.48,17.71,10.0,9.98,1010.2,si,Warm,18.89
2782,0.85,6.1,109.0,14.91,1024.59,si,Cold,1.73
2783,0.7,11.04,49.0,9.98,1024.16,si,Normal,6.08
2784,0.87,7.81,198.0,7.73,1013.57,si,Normal,7.01
2785,0.92,10.55,290.0,3.46,1020.03,no,Cold,-4.4
2786,0.7,11.27,330.0,16.1,1020.9,si,Warm,18.89
2787,0.82,24.09,330.0,9.98,1013.01,si,Normal,8.82
2788,0.39,7.12,258.0,10.05,1019.17,si,Warm,27.24
2789,0.48,12.82,300.0,10.26,1014.33,si,Warm,22.68
2790,0.64,5.81,186.0,16.1,1012.87,si,Normal,16.17
2791,0.67,23.52,310.0,9.98,1018.88,si,Normal,17.08
2792,0.58,17.1,128.0,15.83,1014.48,si,Cold,3.31
2793,0.93,6.09,125.0,8.13,1019.81,si,Normal,16.13
2794,0.59,17.4,300.0,16.1,1012.69,si,Normal,13.68
2795,0.82,14.04,150.0,14.91,1010.21,si,Cold,0.12
2796,0.81,15.7,320.0,16.1,1018.39,no,Cold,-6.23
2797,0.89,9.72,61.0,2.01,1011.88,no,Cold,-1.18
2798,0.96,0.0,0.0,0.16,1021.68,si,Cold,2.24
2799,0.68,2.95,161.0,9.98,1020.94,si,Warm,24.99
2800,0.8,15.63,275.0,14.96,1024.72,si,Cold,2.83
2801,1.0,3.33,327.0,3.65,1028.87,si,Normal,5.39
2802,0.3,11.35,318.0,10.37,1020.92,si,Normal,17.76
2803,0.26,9.29,225.0,9.98,1017.4,si,Warm,30.04
2804,0.96,9.74,286.0,6.36,1013.44,si,Normal,6.13
2805,0.87,0.0,0.0,16.05,1017.05,si,Normal,15.37
